Image+AF8-Name,DOMAIN,REP,xx,yy,R,G,B,Y
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,288,53,35,15,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,96,61,38,20,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,97,67,41,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,36,40,13,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,82,58,32,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,68,56,30,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,96,97,67,41,2
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,160,37,47,13,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,352,101,96,67,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,352,130,133,78,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,224,142,121,102,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,416,111,115,64,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,416,107,115,58,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,288,143,125,87,0
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,32,64,71,29,1
65+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,96,105,102,57,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,104,103,47,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,32,167,166,118,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,32,134,132,83,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,182,185,114,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,165,165,113,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,200,201,157,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,197,197,147,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,189,187,136,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,200,186,139,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,173,173,109,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,203,208,168,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,171,170,105,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,147,124,80,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,160,157,158,101,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,209,209,119,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,96,125,130,76,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,197,158,125,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,152,146,96,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,96,194,158,132,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,163,166,97,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,185,163,113,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,96,203,179,141,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,416,134,129,65,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,195,171,125,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,164,172,99,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,178,179,113,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,173,178,122,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,352,179,175,127,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,195,190,134,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,160,120,118,70,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,480,133,105,66,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,32,100,63,36,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,32,77,72,30,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,46,46,12,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,72,59,24,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,76,66,39,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,96,103,79,45,2
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,352,192,181,117,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,96,190,146,109,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,352,120,119,55,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,224,110,116,68,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,160,140,135,95,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,160,177,156,127,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,288,88,84,36,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,288,183,188,122,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,224,203,167,141,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,352,160,159,105,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,416,177,176,109,1
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,480,163,131,82,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,480,139,118,75,0
66+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,224,120,124,50,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,87,130,38,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,416,72,122,51,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,142,167,127,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,85,106,5,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,235,234,214,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,288,112,148,87,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,88,126,75,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,352,37,72,16,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,160,85,142,27,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,61,87,24,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,63,93,29,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,23,50,15,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,131,168,114,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,32,85,122,44,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,131,170,126,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,164,181,101,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,32,117,136,90,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,32,84,108,32,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,480,100,135,81,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,155,181,134,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,85,122,55,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,94,135,67,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,95,135,82,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,416,104,142,55,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,104,149,90,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,81,100,36,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,78,114,50,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,96,61,92,16,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,116,141,73,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,163,185,146,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,88,125,84,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,150,185,152,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,76,115,62,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,96,145,80,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,352,90,128,79,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,178,194,158,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,160,117,159,51,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,67,92,34,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,352,139,170,138,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,416,64,91,38,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,96,108,146,71,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,96,112,144,69,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,288,149,183,73,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,480,64,109,52,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,160,85,126,70,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,224,89,128,73,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,160,41,59,21,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,96,42,67,12,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,32,146,172,124,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,160,94,86,37,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,224,146,166,79,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,224,77,106,48,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,480,123,169,96,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,160,200,209,180,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,32,45,81,7,1
67+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,32,229,217,175,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,36,48,0,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,96,181,121,71,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,101,104,49,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,160,54,52,3,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,160,101,55,22,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,190,190,102,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,160,195,170,114,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,123,112,46,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,56,69,16,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,100,102,19,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,32,50,66,1,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,139,142,53,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,157,112,57,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,416,94,100,36,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,87,102,33,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,177,168,91,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,53,33,8,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,32,36,17,10,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,122,63,31,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,224,188,133,68,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,480,50,34,9,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,45,26,9,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,32,26,10,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,42,30,4,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,480,32,16,0,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,32,69,32,16,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,25,13,1,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,80,54,19,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,78,47,18,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,33,20,4,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,43,17,4,2
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,32,58,58,20,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,160,118,73,42,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,352,218,196,97,0
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,480,133,126,54,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,480,59,70,10,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,352,189,158,104,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,160,25,35,0,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,160,65,64,0,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,96,57,62,0,1
68+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,224,65,60,2,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,32,144,137,69,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,53,24,8,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,89,43,17,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,124,92,43,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,159,118,64,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,352,113,79,41,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,32,140,109,54,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,99,92,40,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,134,98,64,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,32,125,101,53,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,61,64,35,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,52,54,14,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,119,104,47,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,164,127,82,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,117,124,73,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,142,102,50,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,91,65,16,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,160,140,108,70,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,125,87,50,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,224,130,96,51,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,114,73,41,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,140,95,56,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,139,78,21,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,93,94,54,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,159,87,29,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,72,47,16,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,112,62,37,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,416,110,76,41,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,352,55,28,9,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,90,56,31,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,163,131,82,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,126,80,47,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,160,163,123,88,2
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,288,139,86,36,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,224,74,38,16,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,96,146,140,90,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,96,119,120,76,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,32,101,57,22,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,96,129,76,36,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,32,100,47,16,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,160,169,132,103,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,352,116,74,36,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,224,181,150,119,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,288,149,106,72,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,288,154,119,79,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,352,158,117,61,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,416,116,66,29,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,416,33,21,0,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,480,154,122,71,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,480,225,210,171,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,352,90,93,36,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,416,59,60,29,1
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,416,96,52,25,0
69+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,224,103,100,57,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,96,129,125,78,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,480,92,94,45,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,37,50,20,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,96,46,63,18,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,480,161,138,86,0
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,224,78,69,28,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,480,142,140,99,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,480,114,116,66,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,416,190,159,112,1
7+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,352,87,113,12,1
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,103,78,37,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,83,34,2,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,183,124,66,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,210,159,106,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,109,57,17,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,154,98,24,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,96,180,128,71,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,216,122,71,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,224,173,109,35,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,208,158,107,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,67,29,6,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,96,51,12,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,201,148,98,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,69,28,6,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,64,16,2,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,288,160,109,54,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,416,156,116,57,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,34,14,5,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,95,46,16,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,143,88,47,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,148,104,43,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,154,89,21,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,206,160,110,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,160,69,38,10,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,78,46,21,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,88,56,31,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,81,45,23,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,224,119,78,48,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,32,116,82,44,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,58,29,11,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,91,51,25,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,65,37,16,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,480,65,38,17,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,54,15,0,2
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,160,146,79,34,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,160,151,82,25,0
70+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,352,188,124,53,0
